245543, 2.01097
245554, 1.7324
245683, 4.1015
245692, 1.9486
245700, 1.09015
245705, 0.322607
245729, 1.1731
245731, 3.44695
245738, 1.97645
245752, 1.24084
245759, 1.3711
245766, 1.13032
245775, 1.7651
245785, 0.526922
245793, 0.70824
245829, 1.98568
245831, 1.98374
245833, 0.363885
245949, 0.561524
245952, 3.07868
245954, 2.03624
245963, 2.28451
245996, 0.486166
246001, 3.62862
246003, 0.603793
246012, 0.736588
246036, 0.218494
246037, 1.76028
246042, 4.92311
246048, 0.388048
246049, 3.34285
246053, 1.81004
246087, 14.046
246089, 0.329888
246113, 1.4627
246115, 0.458823
246148, 5.42478
246151, 3.10864
246152, 0.461393
246153, 4.74978
246178, 0.802027
246181, 2.812
246182, 2.21684
246217, 3.47706
246220, 0.694705
246222, 3.7249
246225, 1.26997
246272, 5.56857
246275, 1.2387
246276, 0.58917
246390, 0.0462949
246391, 0.146777
246392, 0.180429
246424, 2.85414
246428, 0.417624
246431, 1.79783
246433, 0.42605
246434, 4.10293
246487, 0.720368
246488, 7.52988
246493, 1.35913
246495, 0.418951
246675, 2.35232
246676, 0.477903
246750, 2.06905
246751, 2.04277
246755, 1.41942
246757, 0.58302
246758, 1.63562
246759, 0.334052
246760, 1.1746
246763, 0.550676
246765, 0.328908
246804, 0.998192
246805, 3.20705
246806, 2.56993
246807, 2.61158
246808, 0.313101
246809, 2.49556
246844, 0.76343
246845, 1.46091
246846, 0.901389
246847, 1.6844
246851, 1.24224
246855, 1.32454
246859, 1.23988
246864, 2.51275
246865, 0.806612
246867, 1.49509
246871, 0.881691
246930, 0.570855
246937, 0.7216
246942, 1.04943
246945, 2.19403
246948, 0.893628
246949, 2.95181
246980, 7.17582
246982, 0.53731
246984, 4.16206
246989, 3.8446
246991, 0.436792
246994, 1.24894
