295585, 0.0793086
295586, 0.238544
295587, 0.109489
295588, 0.135674
295589, 0.281838
295612, 0.448862
295615, 0.0565701
295665, 0.33473
295666, 0.323963
295667, 0.0970305
295668, 0.130014
295671, 0.325741
295673, 0.312491
295675, 0.131965
295676, 0.321251
295677, 0.265498
295714, 0.345427
295716, 0.337626
295717, 0.287945
295718, 0.257323
295719, 0.294639
295723, 0.506275
295725, 0.845461
295753, 0.384441
295754, 1.12364
295755, 1.0161
295758, 1.61989
295759, 0.532591
295762, 0.274652
295763, 1.0231
295786, 0.746527
295788, 3.06446
295791, 0.856924
295816, 1.20465
295818, 0.145109
295819, 2.74034
295822, 2.2125
295825, 0.255777
295826, 1.47939
295829, 0.93437
295831, 0.77922
295854, 1.73397
295855, 1.74421
295856, 1.73692
295859, 1.05009
295860, 0.833942
295861, 1.0668
295863, 0.72776
295881, 0.711351
295908, 2.92527
295909, 0.78716
295910, 3.19448
295913, 3.12853
295936, 1.47288
295937, 0.405471
295941, 1.67541
295942, 1.92258
295943, 1.67364
295945, 2.03593
295947, 2.68957
296061, 1.29611
296062, 1.80741
296063, 2.69844
296065, 2.44979
296066, 0.733354
296068, 1.98048
296123, 0.506346
296128, 0.44533
296132, 2.10767
296133, 1.73165
296134, 3.90934
296135, 2.34067
296142, 1.78905
296143, 0.533951
296191, 5.04966
296192, 0.497229
296194, 2.84324
296195, 0.737456
296196, 2.42162
296197, 2.07243
296198, 0.813793
296241, 0.845644
296242, 0.951397
296243, 1.56699
296244, 8.36957
296246, 1.82956
296247, 1.1761
296269, 3.83813
296270, 1.51116
296273, 7.23787
296279, 0.405624
296280, 1.61097
296303, 2.01509
296304, 6.11771
296307, 2.93031
296309, 2.10212
296312, 2.12685
296377, 6.07973
296378, 5.34535
296379, 2.09656
296380, 2.88892
296381, 1.44065
296383, 1.5127
296414, 4.87457
296419, 2.74775
296420, 1.40943
296423, 1.57846
296424, 0.386158
296433, 4.46634
296472, 0.862161
296509, 2.99642
296510, 9.0695
296511, 2.56824
296514, 0.489089
296516, 0.612802
296547, 1.08284
296548, 1.376
296549, 4.85972
296550, 3.96091
296551, 2.02128
296552, 0.483429
296553, 0.707229
296615, 1.56664
296616, 0.53896
296618, 2.2802
296619, 1.55612
296622, 0.70334
296623, 2.16073
