244980, 0.0492692
244982, 0.0729794
244983, 0.0279418
245064, 0.157448
245066, 0.0209208
245068, 0.0196709
245145, 1.01406
245146, 1.30561
245151, 0.138573
245152, 0.15466
245231, 0.231182
245232, 0.800551
245233, 0.211076
245253, 0.297352
245259, 0.477999
245343, 0.661381
245345, 2.20524
245346, 0.28379
245347, 1.1638
245353, 1.64695
245401, 0.744879
245407, 1.9967
245409, 0.873093
245410, 0.183651
245446, 0.119845
245450, 0.263886
245496, 1.04812
245501, 1.34162
245504, 0.652849
245505, 0.361547
245507, 1.62519
245535, 1.3771
245540, 0.708491
245542, 1.12965
