296690, 6.55212
296691, 0.650817
296694, 5.01877
296749, 9.27304
296750, 8.21304
296781, 0.817682
296784, 3.00117
296785, 1.90803
296786, 0.753549
296787, 3.24835
296791, 0.757092
296793, 1.39487
296794, 3.13706
296799, 2.77551
296836, 1.51099
296838, 0.542742
296839, 2.95363
296848, 2.19091
296849, 11.8255
296850, 2.83626
296851, 0.889851
296852, 0.947882
296890, 6.96141
296894, 4.47108
296899, 2.11601
296900, 2.78246
296903, 1.0388
296930, 1.42294
296931, 0.528714
296932, 1.19903
296934, 2.62902
296935, 4.49163
296938, 1.65001
296941, 2.93065
296966, 3.37327
296967, 0.804437
296968, 3.18214
296969, 1.88727
296971, 0.689258
296975, 7.46941
296976, 1.11694
296979, 1.09924
297029, 7.20122
297031, 5.94306
297035, 1.30586
297085, 0.977512
297117, 2.34833
297118, 2.44221
297119, 2.68637
297123, 3.37059
297124, 0.639307
297128, 2.41015
297129, 2.82927
297132, 2.81725
297133, 1.16952
297193, 7.63933
297194, 9.86532
297196, 2.12499
297218, 6.39087
297219, 9.29736
297221, 2.83124
297222, 1.69282
297278, 0.601473
297310, 0.669884
297312, 2.40138
297315, 7.93012
297317, 4.31438
297363, 1.89621
297366, 2.0533
297367, 3.11212
297372, 3.22341
297379, 6.92841
297380, 1.46076
297405, 0.518769
297408, 4.05863
297413, 2.99114
297414, 2.09146
297415, 6.76618
297441, 4.92689
297442, 1.987
297446, 8.13117
297450, 1.95154
297451, 1.33242
297452, 1.151
297479, 7.71779
297481, 9.55233
297483, 1.99503
297512, 1.58343
297537, 1.80594
297540, 0.627918
297541, 3.96633
297542, 1.55123
297544, 7.28973
297558, 0.478891
297588, 5.26589
297590, 2.3432
297595, 1.65983
